p_s,shape,rep,stake_top_jaccard,stake_confidence,stake_top1_hit,bandwidth_overhead,latency,latency_overhead,eta,inv_eta,sigma_d,sigma_Z,sigma_eps,sigma_noise
0.02,1.1,82,0.41175824175824177,0.00972,1.0,591.9244573069219,,,,,,,,
0.02,1.1,83,0.14635362917096661,0.00444,1.0,595.9069802978937,,,,,,,,
0.02,1.1,84,0.377965367965368,0.011160000000000002,0.84,588.4516040564488,,,,,,,,
0.02,1.1,85,0.3301005530417295,0.011160000000000002,1.0,591.6993157022753,,,,,,,,
0.02,1.1,86,0.31546218487394956,0.01024,1.0,591.3396813583782,,,,,,,,
0.02,1.1,87,0.22124183006535947,0.00988,1.0,590.6410462445958,,,,,,,,
0.02,1.1,88,0.3271687136393019,0.009439999999999999,0.64,592.1015212615628,,,,,,,,
0.02,1.1,89,0.5264468864468864,0.011320000000000002,1.0,590.7571974489839,,,,,,,,
0.02,1.1,90,0.5545787545787546,0.0102,1.0,591.2606596657803,,,,,,,,
0.02,1.1,91,0.4537728937728938,0.011320000000000002,1.0,591.9673537209458,,,,,,,,
0.02,1.1,92,0.3587071751777634,0.00928,1.0,590.0146114536072,,,,,,,,
0.02,1.1,93,0.31055375996552465,0.0102,0.4,590.3162269362485,,,,,,,,
0.02,1.1,94,0.6783216783216784,0.011960000000000002,0.88,591.7042333763958,,,,,,,,
0.02,1.1,95,0.4282783882783883,0.011240000000000002,1.0,592.412826765487,,,,,,,,
